Cell	BCR_ABL	Patient	Stage	process_date	input	mapped_reads	percent	n_detected_genes	used4analysis
OX2046C2	positive	OX2046	blast_crisis	batch4	2876705	2507995	87.18290544	2513	1
OX2046C3	positive	OX2046	blast_crisis	batch4	4904388	4011691	81.79799396	2720	1
OX2046C4	positive	OX2046	blast_crisis	batch4	3581272	2721315	75.9873866	2325	1
OX2046C5	positive	OX2046	blast_crisis	batch4	4135904	3462523	83.71865014	5878	1
OX2046C6	positive	OX2046	blast_crisis	batch4	4234390	3484454	82.28939706	3214	1
OX2046C7	positive	OX2046	blast_crisis	batch4	3982685	2702386	67.85337028	2866	1
OX2046C8	positive	OX2046	blast_crisis	batch4	2732933	2343977	85.76781795	3516	1
OX2046C9	positive	OX2046	blast_crisis	batch4	4791412	3750208	78.26937028	2747	1
OX2046D1	positive	OX2046	blast_crisis	batch4	413310	285939	69.1826958	3898	1
OX2046D10	positive	OX2046	blast_crisis	batch4	4563059	3596184	78.81081529	2631	1
OX2046D11	negative	OX2046	blast_crisis	batch4	4554002	3449791	75.75295312	2507	1
OX2046D12	positive	OX2046	blast_crisis	batch4	2695932	1948247	72.26617734	2786	1
OX2046D2	positive	OX2046	blast_crisis	batch4	5636590	4894008	86.82568716	2394	1
OX2046D3	positive	OX2046	blast_crisis	batch4	4552198	3629203	79.72419038	2819	1
OX2046D5	positive	OX2046	blast_crisis	batch4	5919653	4684283	79.13104028	6183	1
OX2046D6	negative	OX2046	blast_crisis	batch4	5528797	3762775	68.05775289	2203	1
OX2046D7	positive	OX2046	blast_crisis	batch4	4324126	3533431	81.7143395	3229	1
OX2046D8	negative_low_gapdh	OX2046	blast_crisis	batch4	5235011	4179081	79.82945977	2630	1
OX2046D9	positive	OX2046	blast_crisis	batch4	5410601	4481992	82.8372301	2805	1
OX2046E1	positive	OX2046	blast_crisis	batch4	2260591	1290343	57.07989636	2061	1
OX2046E10	positive	OX2046	blast_crisis	batch4	2459294	2056471	83.62038048	3332	1
OX2046E11	positive	OX2046	blast_crisis	batch4	4514240	3651027	80.8779994	2852	1
OX2046E12	negative	OX2046	blast_crisis	batch4	3573424	2634987	73.73843686	2294	1
OX2046E2	positive	OX2046	blast_crisis	batch4	4103669	3379516	82.35352315	2370	1
OX2046E3	positive	OX2046	blast_crisis	batch4	4589137	3892743	84.8251643	3196	1
OX2046E4	positive	OX2046	blast_crisis	batch4	4578291	3520563	76.89688139	2262	1
OX2046E5	positive	OX2046	blast_crisis	batch4	5130472	3281858	63.96795461	3026	1
OX2046E6	positive	OX2046	blast_crisis	batch4	3888687	3296083	84.7608203	2648	1
OX2046E7	negative_low_gapdh	OX2046	blast_crisis	batch4	4149400	383561	9.243770184	3904	1
OX2046E8	positive	OX2046	blast_crisis	batch4	4882647	4163179	85.26479592	2970	1
OX2046E9	negative_low_gapdh	OX2046	blast_crisis	batch4	5231572	3971185	75.90806358	2548	1
OX2046F1	positive	OX2046	blast_crisis	batch4	1959917	1459357	74.46014296	3529	1
OX2046F10	positive	OX2046	blast_crisis	batch4	2578431	2232578	86.5866878	5130	1
OX2046F11	positive	OX2046	blast_crisis	batch4	3560088	1874330	52.64841768	2096	1
OX2046F12	positive	OX2046	blast_crisis	batch4	3805567	3027285	79.54885566	3476	1
OX2046F2	positive	OX2046	blast_crisis	batch4	3372276	2898225	85.94269864	2965	1
OX2046F4	positive	OX2046	blast_crisis	batch4	3941634	3144822	79.78472887	2253	1
OX2046F5	positive	OX2046	blast_crisis	batch4	4595596	2310375	50.27367506	2621	1
OX2046F6	positive	OX2046	blast_crisis	batch4	2718652	2462223	90.56778874	4051	1
OX2046F7	positive	OX2046	blast_crisis	batch4	4343378	3057475	70.39394223	2563	1
OX2046F8	positive	OX2046	blast_crisis	batch4	3651356	2642720	72.37639934	3384	1
OX2046F9	positive	OX2046	blast_crisis	batch4	3951816	2715272	68.70947433	2727	1
OX2046G1	positive	OX2046	blast_crisis	batch4	2540023	1813620	71.40171565	2710	1
OX2046G10	positive	OX2046	blast_crisis	batch4	3055479	2351015	76.94423689	3051	1
OX2046G11	positive	OX2046	blast_crisis	batch4	4586967	3175218	69.22260396	2492	1
OX2046G12	positive	OX2046	blast_crisis	batch4	4277625	3520373	82.29737296	2827	1
OX2046G2	positive	OX2046	blast_crisis	batch4	4125281	3373309	81.7716175	2827	1
OX2046G3	positive	OX2046	blast_crisis	batch4	5965379	5338978	89.49939308	3596	1
OX2046G4	positive	OX2046	blast_crisis	batch4	429769	348807	81.16150769	3552	1
OX2046G5	positive	OX2046	blast_crisis	batch4	4964028	3437758	69.25339664	2987	1
OX2046G6	positive	OX2046	blast_crisis	batch4	4948267	3837468	77.55175701	2705	1
OX2046G7	positive	OX2046	blast_crisis	batch4	4023208	3250477	80.79316307	2629	1
OX2046G8	positive	OX2046	blast_crisis	batch4	4617497	2643086	57.24066523	3792	1
OX2046G9	positive	OX2046	blast_crisis	batch4	4127645	3283678	79.55330461	2685	1
OX2046H1	positive	OX2046	blast_crisis	batch4	530352	428343	80.76579328	3002	1
OX2046H10	positive	OX2046	blast_crisis	batch4	1247136	1005504	80.62504811	2755	1
OX2046H11	positive	OX2046	blast_crisis	batch4	3243745	2444468	75.35943793	2718	1
OX2046H12	negative_undetected_gapdh	OX2046	blast_crisis	batch4	1645212	1004971	61.08458971	1780	1
OX2046H2	positive	OX2046	blast_crisis	batch4	3457041	2912605	84.25138724	2600	1
OX2046H3	positive	OX2046	blast_crisis	batch4	2383631	2097121	87.98010262	2065	1
OX2046H4	positive	OX2046	blast_crisis	batch4	5327557	4375176	82.12349488	3044	1
OX2046H5	negative_low_gapdh	OX2046	blast_crisis	batch4	6042777	2698106	44.65010044	2386	1
OX2046H6	positive	OX2046	blast_crisis	batch4	823797	633522	76.90268355	3622	1
OX2046H7	positive	OX2046	blast_crisis	batch4	3886937	2894830	74.47586622	2390	1
OX2046H8	positive	OX2046	blast_crisis	batch4	3178609	2563391	80.64505575	2879	1
OX2046H9	positive	OX2046	blast_crisis	batch4	4510058	2678325	59.38559992	1992	1
OX2046cd19A1	positive	OX2046cd19	blast_crisis	batch4	1932553	1319209	68.26250043	2702	1
OX2046cd19A11	negative	OX2046cd19	blast_crisis	batch4	6176582	5239208	84.82374232	3604	1
OX2046cd19A12	positive	OX2046cd19	blast_crisis	batch4	7688184	5474252	71.20344674	1935	1
OX2046cd19A2	positive	OX2046cd19	blast_crisis	batch4	3206497	2376003	74.09964831	1918	1
OX2046cd19A3	positive	OX2046cd19	blast_crisis	batch4	5329300	4440571	83.32371981	2275	1
OX2046cd19A4	positive	OX2046cd19	blast_crisis	batch4	6272342	5072559	80.87184978	2190	1
OX2046cd19A6	positive	OX2046cd19	blast_crisis	batch4	5978586	5223590	87.3716628	2778	1
OX2046cd19A8	positive	OX2046cd19	blast_crisis	batch4	2880740	940590	32.65098551	4302	1
OX2046cd19A9	negative_low_gapdh	OX2046cd19	blast_crisis	batch4	4714454	3637935	77.16556361	2449	1
OX2046cd19B1	negative_undetected_gapdh	OX2046cd19	blast_crisis	batch4	5531083	4570457	82.63222591	2962	1
OX2046cd19B10	positive	OX2046cd19	blast_crisis	batch4	1069947	857483	80.14256781	3543	1
OX2046cd19B11	positive	OX2046cd19	blast_crisis	batch4	1872754	1416532	75.63897874	3238	1
OX2046cd19B12	positive	OX2046cd19	blast_crisis	batch4	3329293	2014604	60.51146595	2006	1
OX2046cd19B2	positive	OX2046cd19	blast_crisis	batch4	5177368	4570127	88.27124129	3040	1
OX2046cd19B3	positive	OX2046cd19	blast_crisis	batch4	5850322	4917357	84.05275812	2725	1
OX2046cd19B4	positive	OX2046cd19	blast_crisis	batch4	7806941	5890847	75.45653285	1541	1
OX2046cd19B6	positive	OX2046cd19	blast_crisis	batch4	4841703	3859397	79.71156017	2704	1
OX2046cd19B7	positive	OX2046cd19	blast_crisis	batch4	7041606	5628407	79.93072887	2476	1
OX2046cd19B8	negative_low_gapdh	OX2046cd19	blast_crisis	batch4	1972860	1506856	76.37926665	3805	1
OX2046cd19C1	positive	OX2046cd19	blast_crisis	batch4	4871983	4125445	84.67691698	2277	1
OX2046cd19C11	positive	OX2046cd19	blast_crisis	batch4	6908562	5749275	83.21956147	1594	1
OX2046cd19C12	negative_low_gapdh	OX2046cd19	blast_crisis	batch4	5424093	3690942	68.04717397	3617	1
OX2046cd19C2	positive	OX2046cd19	blast_crisis	batch4	2548474	2171462	85.20636271	2994	1
OX2046cd19C3	positive	OX2046cd19	blast_crisis	batch4	4798190	4161004	86.72028411	2423	1
OX2046cd19C4	positive	OX2046cd19	blast_crisis	batch4	4802460	3063166	63.78326941	2366	1
OX2046cd19C5	positive	OX2046cd19	blast_crisis	batch4	1916546	1648431	86.01051057	3537	1
OX2046cd19C6	positive	OX2046cd19	blast_crisis	batch4	5519226	4737820	85.84210902	2387	1
OX2046cd19C7	positive	OX2046cd19	blast_crisis	batch4	7053745	5454105	77.32211754	2051	1
OX2046cd19C8	positive	OX2046cd19	blast_crisis	batch4	3990898	3267757	81.88024349	2576	1
OX2046cd19C9	positive	OX2046cd19	blast_crisis	batch4	5851693	4749347	81.1619304	2873	1
OX2046cd19D1	positive	OX2046cd19	blast_crisis	batch4	4981086	4102017	82.35186062	2423	1
OX2046cd19D10	positive	OX2046cd19	blast_crisis	batch4	535723	488047	91.10062476	9599	1
OX2046cd19D11	negative	OX2046cd19	blast_crisis	batch4	2269615	2016435	88.84480407	3208	1
OX2046cd19D2	positive	OX2046cd19	blast_crisis	batch4	2147440	1738780	80.96989904	3468	1
OX2046cd19D3	positive	OX2046cd19	blast_crisis	batch4	6110266	4962556	81.21669335	2503	1
OX2046cd19D4	positive	OX2046cd19	blast_crisis	batch4	3288898	2803095	85.22900376	2397	1
OX2046cd19D6	positive	OX2046cd19	blast_crisis	batch4	3313600	2951564	89.0742395	3050	1
OX2046cd19D7	positive	OX2046cd19	blast_crisis	batch4	5123479	4206355	82.09958507	2501	1
OX2046cd19D8	positive	OX2046cd19	blast_crisis	batch4	4418352	3379042	76.47742869	2413	1
OX2046cd19E1	negative	OX2046cd19	blast_crisis	batch4	3902714	3535689	90.59564703	2973	1
OX2046cd19E10	positive	OX2046cd19	blast_crisis	batch4	4577495	4009313	87.58749054	2656	1
OX2046cd19E11	positive	OX2046cd19	blast_crisis	batch4	5348260	4573450	85.51285839	2058	1
OX2046cd19E12	positive	OX2046cd19	blast_crisis	batch4	7503923	6406458	85.3747833	2090	1
OX2046cd19E2	positive	OX2046cd19	blast_crisis	batch4	3207012	2757475	85.98268419	3137	1
OX2046cd19E3	positive	OX2046cd19	blast_crisis	batch4	4357230	3854231	88.45599154	2896	1
OX2046cd19E4	negative_low_gapdh	OX2046cd19	blast_crisis	batch4	4581232	3298700	72.00464853	3345	1
OX2046cd19E6	positive	OX2046cd19	blast_crisis	batch4	3944572	3515459	89.12143066	2764	1
OX2046cd19E8	positive	OX2046cd19	blast_crisis	batch4	3736948	3286373	87.94270084	2871	1
OX2046cd19E9	positive	OX2046cd19	blast_crisis	batch4	4680753	4207182	89.8825894	2300	1
OX2046cd19F1	negative	OX2046cd19	blast_crisis	batch4	4493371	3590742	79.9119859	2997	1
OX2046cd19F10	positive	OX2046cd19	blast_crisis	batch4	3088330	2620360	84.8471504	3283	1
OX2046cd19F11	positive	OX2046cd19	blast_crisis	batch4	3264828	2681151	82.12227413	3772	1
OX2046cd19F12	negative_low_gapdh	OX2046cd19	blast_crisis	batch4	6794343	5100952	75.07645699	2311	1
OX2046cd19F2	positive	OX2046cd19	blast_crisis	batch4	5128331	4125237	80.4401471	2924	1
OX2046cd19F3	positive	OX2046cd19	blast_crisis	batch4	6170352	5620165	91.08337742	3163	1
OX2046cd19F4	positive	OX2046cd19	blast_crisis	batch4	3732563	3336233	89.38182691	3042	1
OX2046cd19F5	positive	OX2046cd19	blast_crisis	batch4	3625413	2840308	78.34439828	2184	1
OX2046cd19F6	negative_undetected_gapdh	OX2046cd19	blast_crisis	batch4	2428904	1845509	75.98114211	3236	1
OX2046cd19F7	positive	OX2046cd19	blast_crisis	batch4	4967739	4119632	82.92770615	2688	1
OX2046cd19F8	positive	OX2046cd19	blast_crisis	batch4	3361805	2942180	87.51786615	3634	1
OX2046cd19F9	positive	OX2046cd19	blast_crisis	batch4	3495304	3134785	89.68561819	2975	1
OX2046cd19G1	negative_undetected_gapdh	OX2046cd19	blast_crisis	batch4	5045975	3176296	62.94712122	1663	1
OX2046cd19G10	positive	OX2046cd19	blast_crisis	batch4	4435777	3863998	87.10983442	3308	1
OX2046cd19G11	negative_low_gapdh	OX2046cd19	blast_crisis	batch4	3320360	2695501	81.1809864	3158	1
OX2046cd19G12	positive	OX2046cd19	blast_crisis	batch4	7857129	7094669	90.29594652	2230	1
OX2046cd19G2	positive	OX2046cd19	blast_crisis	batch4	3127534	2567558	82.09528657	2690	1
OX2046cd19G3	positive	OX2046cd19	blast_crisis	batch4	5038944	4331965	85.96969921	2980	1
OX2046cd19G4	positive	OX2046cd19	blast_crisis	batch4	145950	107228	73.46899623	2771	1
OX2046cd19G5	positive	OX2046cd19	blast_crisis	batch4	3209145	2443630	76.145827	2817	1
OX2046cd19G6	positive	OX2046cd19	blast_crisis	batch4	3386826	3011483	88.9175588	2741	1
OX2046cd19G7	negative_undetected_gapdh	OX2046cd19	blast_crisis	batch4	2602524	2124412	81.62891101	3449	1
OX2046cd19G8	positive	OX2046cd19	blast_crisis	batch4	5522885	4576989	82.87315416	2788	1
OX2046cd19G9	positive	OX2046cd19	blast_crisis	batch4	5353924	4792873	89.52075151	3139	1
OX2046cd19H1	positive	OX2046cd19	blast_crisis	batch4	645500	539502	83.57893106	3051	1
OX2046cd19H10	positive	OX2046cd19	blast_crisis	batch4	1380141	1169472	84.73569005	3477	1
OX2046cd19H11	positive	OX2046cd19	blast_crisis	batch4	5301308	4740481	89.42096932	2942	1
OX2046cd19H12	negative_low_gapdh	OX2046cd19	blast_crisis	batch4	6986713	5852489	83.76598552	4176	1
OX2046cd19H2	positive	OX2046cd19	blast_crisis	batch4	3907666	3267977	83.6298957	2150	1
OX2046cd19H3	positive	OX2046cd19	blast_crisis	batch4	5508077	4949848	89.86526514	2921	1
OX2046cd19H4	negative_low_gapdh	OX2046cd19	blast_crisis	batch4	5227785	3795530	72.60302403	2458	1
OX2046cd19H5	positive	OX2046cd19	blast_crisis	batch4	2831330	1482979	52.37746925	2513	1
OX2046cd19H6	positive	OX2046cd19	blast_crisis	batch4	409828	366662	89.46728872	4270	1
OX2046cd19H7	positive	OX2046cd19	blast_crisis	batch4	7790885	7114815	91.32229522	2326	1
OX2046cd19H8	positive	OX2046cd19	blast_crisis	batch4	3731959	2905545	77.85575887	2502	1
OX2046cd19H9	positive	OX2046cd19	blast_crisis	batch4	6421685	5576450	86.83780036	2260	1
OX2125A11	negative	OX2125	remission	batch5	13533622	8300640	61.33347008	2828	1
OX2125A2	negative	OX2125	remission	batch5	7925237	4096701	51.69184215	3743	1
OX2125A3	negative	OX2125	remission	batch5	13550300	6830861	50.41114219	3049	1
OX2125A5	negative	OX2125	remission	batch5	12433228	7461069	60.00910624	2877	1
OX2125A6	negative	OX2125	remission	batch5	5798345	4544949	78.383556	3115	1
OX2125A7	negative	OX2125	remission	batch5	13667827	10290187	75.28765911	2924	1
OX2125B10	negative	OX2125	remission	batch5	6287324	4847902	77.1059675	3527	1
OX2125B11	negative	OX2125	remission	batch5	4844894	3969040	81.92212255	3942	1
OX2125B2	negative	OX2125	remission	batch5	7969357	6438297	80.78816145	2482	1
OX2125B3	negative	OX2125	remission	batch5	11093026	6472248	58.34519815	2926	1
OX2125B6	negative	OX2125	remission	batch5	7082812	6169156	87.10037765	2916	1
OX2125B8	negative	OX2125	remission	batch5	4631886	3717269	80.25389658	3113	1
OX2125C10	negative	OX2125	remission	batch5	4758576	3340823	70.20636005	3435	1
OX2125C11	negative	OX2125	remission	batch5	7829686	5429026	69.33900031	2773	1
OX2125C12	negative	OX2125	remission	batch5	7669872	5058601	65.95417759	3512	1
OX2125C2	negative	OX2125	remission	batch5	3483026	2178530	62.54704961	3120	1
OX2125C7	negative	OX2125	remission	batch5	6071215	4729126	77.8942271	2698	1
OX2125C8	positive	OX2125	remission	batch5	2383308	1843919	77.36805314	3371	1
OX2125C9	negative	OX2125	remission	batch5	6347571	4344680	68.44633955	2996	1
OX2125D10	negative	OX2125	remission	batch5	8207701	5773118	70.33782054	2787	1
OX2125D12	positive	OX2125	remission	batch5	10874850	7168428	65.91748852	3160	1
OX2125D6	negative	OX2125	remission	batch5	5238189	3539432	67.56976505	2776	1
OX2125D7	negative	OX2125	remission	batch5	4191107	3206032	76.49606655	3054	1
OX2125D8	negative	OX2125	remission	batch5	5254104	3687321	70.17982514	3137	1
OX2125E10	negative	OX2125	remission	batch5	5823681	4774282	81.98048623	2660	1
OX2125E12	negative	OX2125	remission	batch5	7114003	6410501	90.11102469	2857	1
OX2125E2	negative	OX2125	remission	batch5	9141497	6805078	74.44161498	2321	1
OX2125E4	negative	OX2125	remission	batch5	6181673	4265994	69.0103472	2825	1
OX2125E5	negative	OX2125	remission	batch5	5610827	3891033	69.34865395	3115	1
OX2125E7	negative	OX2125	remission	batch5	2361502	2051843	86.88720145	2663	1
OX2125E8	negative	OX2125	remission	batch5	3628643	3023561	83.32484072	3245	1
OX2125F10	negative	OX2125	remission	batch5	6515400	4189978	64.30883752	3285	1
OX2125F11	negative	OX2125	remission	batch5	9081027	6507051	71.65545263	3012	1
OX2125F12	negative	OX2125	remission	batch5	18243628	14731680	80.74972807	2620	1
OX2125F2	negative	OX2125	remission	batch5	14957643	8526476	57.00414163	2430	1
OX2125F3	negative	OX2125	remission	batch5	11725052	6240364	53.22248464	3062	1
OX2125F5	negative	OX2125	remission	batch5	8287037	2405629	29.02881935	3004	1
OX2125F6	negative	OX2125	remission	batch5	8513328	5466743	64.21393608	2907	1
OX2125F7	negative	OX2125	remission	batch5	4616680	3918006	84.86631086	3342	1
OX2125F8	negative	OX2125	remission	batch5	5998873	4617404	76.97119109	3282	1
OX2125G10	positive	OX2125	remission	batch5	5545168	1225647	22.10297326	2057	1
OX2125H11	negative	OX2125	remission	batch5	12034954	4746701	39.44095673	2504	1
OX2125H2	negative	OX2125	remission	batch5	8503356	991016	11.65441033	3253	1
